3,19,19,19,19,19,19,19,19,19,19,19,19,19,20,62,15,62,18,19,19,19,19,19,19,19,19,19,19,19,19,19,1,0,3,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0
18,19,19,19,19,19,19,19,19,19,19,19,19,19,20,62,15,62,18,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,18,19,20,0,0,23,0,0,0,0,0,0,0,0,0,0
18,19,19,19,19,19,19,19,19,19,19,19,19,19,20,62,15,62,18,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,19,19,19,19,19,19,19,19,19,19,19,19,19,20,62,15,62,18,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,49,0,0,52,53,54,0,0,0,0,0,60,0,0,0
18,19,19,19,19,19,19,19,19,19,19,19,19,19,20,62,15,62,18,19,19,19,19,19,19,19,19,19,19,19,19,19,61,62,63,64,0,0,0,0,0,0,0,0,73,0,0,0,0,0
18,19,19,19,19,19,19,19,19,19,19,19,19,19,20,61,61,61,18,19,19,19,19,19,19,19,19,19,19,19,19,19,0,77,78,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,34,34,34,34,34,34,34,34,34,34,34,34,34,79,62,62,62,78,34,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
62,62,62,62,62,62,62,62,62,62,62,62,62,60,62,62,62,62,62,60,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,60,62,62,62,62,62,60,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,62,62,62,62,62,62,62,62,62,62,62,62,60,62,62,62,62,62,60,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
4,4,4,4,4,4,4,4,4,4,4,4,4,4,64,62,62,62,63,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,61,61,61,18,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
